County Name,State,5/26/2020,5/27/2020,5/28/2020,
Robertson County,TN,416,425,432,9
Rutherford County,TN,1057,1088,1115,31
Scott County,TN,11,11,11,0
Sequatchie County,TN,12,12,12,0
Sevier County,TN,76,76,76,0
Shelby County,TN,4507,4596,4731,89
Smith County,TN,30,30,30,0
Stewart County,TN,9,10,10,1
Sullivan County,TN,60,60,60,0
Sumner County,TN,818,866,866,48
Tipton County,TN,410,410,449,0
Trousdale County,TN,1423,1423,1423,0
Unicoi County,TN,3,3,4,0
Union County,TN,4,4,4,0
Van Buren County,TN,4,4,4,0
Warren County,TN,21,22,22,1
Washington County,TN,75,75,75,0
Wayne County,TN,64,64,64,0
Weakley County,TN,26,26,26,0
White County,TN,27,28,30,1
Williamson County,TN,521,537,537,16
Wilson County,TN,371,380,386,9
Anderson County,TX,66,66,66,0
Andrews County,TX,26,26,26,0
Angelina County,TX,175,191,199,16
Aransas County,TX,5,5,5,0
Archer County,TX,1,1,1,0
Armstrong County,TX,2,2,2,0
Atascosa County,TX,35,35,35,0
Austin County,TX,22,24,24,2
Bailey County,TX,10,13,13,3
Bandera County,TX,6,6,6,0
Bastrop County,TX,185,189,196,4
Baylor County,TX,0,0,0,0
Bee County,TX,9,9,9,0
Bell County,TX,298,323,323,25
Bexar County,TX,2437,2516,2528,79
Blanco County,TX,8,8,8,0
Borden County,TX,0,0,0,0
Bosque County,TX,6,6,6,0
Bowie County,TX,149,156,176,7
Brazoria County,TX,843,854,860,11
Brazos County,TX,441,441,452,0
Brewster County,TX,1,1,1,0
Briscoe County,TX,1,1,1,0
Brooks County,TX,1,1,1,0
Brown County,TX,57,57,57,0
Burleson County,TX,22,22,23,0
Burnet County,TX,29,30,31,1
Caldwell County,TX,50,52,57,2
Calhoun County,TX,37,37,37,0
Callahan County,TX,9,9,9,0
Cameron County,TX,697,717,730,20
Camp County,TX,52,55,55,3
Carson County,TX,6,6,6,0
Cass County,TX,23,25,25,2
Castro County,TX,32,32,32,0
Chambers County,TX,60,63,63,3
Cherokee County,TX,42,44,44,2
Childress County,TX,2,2,2,0
Clay County,TX,3,3,3,0
Cochran County,TX,1,1,1,0
Coke County,TX,1,1,1,0
Coleman County,TX,2,2,3,0
Collin County,TX,1158,1181,1216,23
Collingsworth County,TX,5,5,5,0
Colorado County,TX,20,21,22,1
Comal County,TX,82,84,88,2
Comanche County,TX,9,9,9,0
Concho County,TX,1,1,1,0
Cooke County,TX,13,13,13,0
Coryell County,TX,228,228,228,0
Cottle County,TX,4,4,4,0
Crane County,TX,22,22,22,0
Crockett County,TX,0,0,0,0
Crosby County,TX,3,3,3,0
Culberson County,TX,0,0,0,0
Dallam County,TX,22,22,24,0
Dallas County,TX,8996,9217,9387,221
Dawson County,TX,40,40,40,0
Deaf Smith County,TX,154,159,160,5
Delta County,TX,1,1,1,0
Denton County,TX,1228,1266,1285,38
DeWitt County,TX,17,17,17,0
Dickens County,TX,1,1,1,0
Dimmit County,TX,1,1,1,0
Donley County,TX,25,25,25,0
Duval County,TX,5,5,5,0
Eastland County,TX,5,6,6,1
Ector County,TX,152,152,152,0
Edwards County,TX,0,0,0,0
Ellis County,TX,283,283,302,0
El Paso County,TX,2412,2453,2587,41
Erath County,TX,16,16,16,0
Falls County,TX,6,6,6,0
Fannin County,TX,37,37,37,0
Fayette County,TX,31,31,34,0
Fisher County,TX,2,2,2,0
Floyd County,TX,5,6,6,1
Foard County,TX,0,0,0,0
Fort Bend County,TX,1729,1729,1764,0
Franklin County,TX,12,13,13,1
Freestone County,TX,10,10,10,0
Frio County,TX,36,37,37,1
Gaines County,TX,6,7,7,1
Galveston County,TX,758,758,782,0
Garza County,TX,5,5,5,0
Gillespie County,TX,5,5,5,0
Glasscock County,TX,1,1,1,0
Goliad County,TX,7,7,7,0
Gonzales County,TX,91,103,112,12
Gray County,TX,96,96,96,0
Grayson County,TX,303,303,321,0
Gregg County,TX,185,196,203,11
Grimes County,TX,104,112,112,8
Guadalupe County,TX,123,123,127,0
Hale County,TX,55,57,57,2
Hall County,TX,2,2,2,0
Hamilton County,TX,7,7,7,0
Hansford County,TX,18,18,18,0
Hardeman County,TX,1,1,1,0
Hardin County,TX,134,134,138,0
Harris County,TX,11001,11287,11625,286
Harrison County,TX,227,235,239,8
Hartley County,TX,11,11,11,0
Haskell County,TX,2,2,2,0
Hays County,TX,270,280,294,10
Hemphill County,TX,1,1,1,0
Henderson County,TX,55,56,57,1
Hidalgo County,TX,508,517,536,9
Hill County,TX,24,24,24,0
Hockley County,TX,27,27,27,0
Hood County,TX,26,26,26,0
Hopkins County,TX,18,21,22,3
Houston County,TX,40,40,50,0
Howard County,TX,6,6,7,0
Hudspeth County,TX,0,0,0,0
Hunt County,TX,75,75,75,0
Hutchinson County,TX,30,30,34,0
Irion County,TX,0,0,0,0
Jack County,TX,4,4,4,0
Jackson County,TX,17,17,19,0
Jasper County,TX,28,28,28,0
Jeff Davis County,TX,0,0,0,0
Jefferson County,TX,504,505,517,1
Jim Hogg County,TX,4,4,4,0
Jim Wells County,TX,9,9,9,0
Johnson County,TX,155,158,163,3
Jones County,TX,97,97,137,0
Karnes County,TX,4,4,4,0
Kaufman County,TX,199,199,199,0
Kendall County,TX,24,27,27,3
Kenedy County,TX,0,0,0,0
Kent County,TX,0,0,0,0
Kerr County,TX,16,17,17,1
Kimble County,TX,1,1,1,0
King County,TX,0,0,0,0
Kinney County,TX,0,0,0,0
Kleberg County,TX,16,16,16,0
Knox County,TX,1,1,1,0
Lamar County,TX,132,132,140,0
Lamb County,TX,15,16,16,1
Lampasas County,TX,8,8,8,0
La Salle County,TX,4,4,4,0
Lavaca County,TX,9,10,10,1
Lee County,TX,10,11,13,1
Leon County,TX,9,9,10,0
Liberty County,TX,78,78,84,0
Limestone County,TX,23,23,23,0
Lipscomb County,TX,2,2,2,0
Live Oak County,TX,9,9,9,0
Llano County,TX,3,3,3,0
Loving County,TX,0,0,0,0
Lubbock County,TX,667,677,677,10
Lynn County,TX,5,6,6,1
McCulloch County,TX,3,3,3,0
McLennan County,TX,108,113,113,5
McMullen County,TX,0,0,0,0
Madison County,TX,8,8,8,0
Marion County,TX,15,16,16,1
Martin County,TX,3,3,3,0
Mason County,TX,30,30,30,0
Matagorda County,TX,60,66,66,6
Maverick County,TX,96,96,96,0
Medina County,TX,67,68,69,1
Menard County,TX,0,0,0,0
Midland County,TX,125,125,126,0
Milam County,TX,28,28,28,0
Mills County,TX,1,1,1,0
Mitchell County,TX,1,1,1,0
Montague County,TX,9,9,9,0
Montgomery County,TX,882,914,919,32
Moore County,TX,515,518,553,3
Morris County,TX,20,20,20,0
Motley County,TX,1,1,1,0
Nacogdoches County,TX,258,261,270,3
Navarro County,TX,45,49,49,4
Newton County,TX,4,4,4,0
Nolan County,TX,2,2,2,0
Nueces County,TX,257,274,274,17
Ochiltree County,TX,43,43,48,0
Oldham County,TX,3,3,3,0
Orange County,TX,96,96,96,0
Palo Pinto County,TX,11,11,11,0
Panola County,TX,173,173,174,0
Parker County,TX,68,68,71,0
Parmer County,TX,53,53,53,0
Pecos County,TX,27,27,30,0
Polk County,TX,52,53,54,1
Potter County,TX,2249,2249,2282,0
Presidio County,TX,1,1,1,0
Rains County,TX,3,3,3,0
Randall County,TX,650,650,655,0
Reagan County,TX,0,0,0,0
Real County,TX,0,0,0,0
Red River County,TX,46,51,51,5
Reeves County,TX,7,7,7,0
Refugio County,TX,3,3,3,0
Roberts County,TX,2,2,2,0
Robertson County,TX,7,7,7,0
Rockwall County,TX,155,156,161,1
Runnels County,TX,2,2,2,0
Rusk County,TX,44,44,45,0
Sabine County,TX,5,5,6,0
San Augustine County,TX,29,31,31,2
San Jacinto County,TX,14,14,14,0
San Patricio County,TX,28,29,32,1
San Saba County,TX,1,1,1,0
Schleicher County,TX,0,0,0,0
Scurry County,TX,2,2,2,0
Shackelford County,TX,1,1,1,0
Shelby County,TX,183,187,188,4
Sherman County,TX,21,22,23,1
Smith County,TX,197,199,199,2
Somervell County,TX,0,0,0,0
Starr County,TX,24,26,27,2
Stephens County,TX,3,3,3,0
Sterling County,TX,0,0,0,0
Stonewall County,TX,0,0,0,0
Sutton County,TX,0,0,0,0
Swisher County,TX,17,17,18,0
Tarrant County,TX,4969,5053,5143,84
Taylor County,TX,234,234,234,0
Terrell County,TX,0,0,0,0
Terry County,TX,13,13,13,0
Throckmorton County,TX,0,0,0,0
Titus County,TX,315,315,315,0
Tom Green County,TX,63,63,67,0
Travis County,TX,2931,2977,3075,46
Trinity County,TX,13,13,13,0
Tyler County,TX,11,11,11,0
Upshur County,TX,19,19,19,0
Upton County,TX,0,0,0,0
Uvalde County,TX,6,6,6,0
Val Verde County,TX,14,14,14,0
Van Zandt County,TX,26,29,29,3
Victoria County,TX,158,158,160,0
Walker County,TX,475,544,544,69
Waller County,TX,53,55,55,2
Ward County,TX,1,1,1,0
Washington County,TX,193,195,195,2
Webb County,TX,519,523,523,4
Wharton County,TX,55,57,57,2
Wheeler County,TX,15,15,15,0
Wichita County,TX,82,84,84,2
Wilbarger County,TX,6,6,6,0
Willacy County,TX,14,14,14,0
Williamson County,TX,565,586,586,21
Wilson County,TX,38,38,38,0
Winkler County,TX,3,3,3,0
Wise County,TX,45,45,45,0
Wood County,TX,23,25,26,2
Yoakum County,TX,3,3,3,0
Young County,TX,4,4,4,0
Zapata County,TX,8,8,8,0
Zavala County,TX,11,11,11,0
Beaver County,UT,0,0,0,0
Box Elder County,UT,26,26,26,0
Cache County,UT,78,90,91,12
Carbon County,UT,11,11,11,0
Daggett County,UT,0,0,0,0
Davis County,UT,414,427,436,13
Duchesne County,UT,8,8,8,0
Emery County,UT,7,7,7,0
Garfield County,UT,3,3,3,0
Grand County,UT,7,8,8,1
Iron County,UT,45,46,50,1
Juab County,UT,10,10,10,0
Kane County,UT,3,3,3,0
Millard County,UT,6,6,6,0
Morgan County,UT,11,11,11,0
Piute County,UT,1,1,1,0
Rich County,UT,0,0,0,0
Salt Lake County,UT,4642,4674,4788,32
San Juan County,UT,275,275,283,0
Sanpete County,UT,7,7,7,0
Sevier County,UT,8,8,8,0
Summit County,UT,399,399,413,0
Tooele County,UT,114,114,122,0
Uintah County,UT,9,9,9,0
Utah County,UT,1756,1756,1762,0
Wasatch County,UT,254,260,260,6
Washington County,UT,280,284,299,4
Wayne County,UT,0,0,0,0
Weber County,UT,263,265,271,2
Addison County,VT,60,60,60,0
Bennington County,VT,62,62,62,0
Caledonia County,VT,15,15,15,0
Chittenden County,VT,461,461,461,0
Essex County,VT,3,3,3,0
Franklin County,VT,93,93,93,0
Grand Isle County,VT,7,7,7,0
Lamoille County,VT,29,29,29,0
Orange County,VT,8,8,8,0
Orleans County,VT,10,10,10,0
Rutland County,VT,55,55,55,0
Washington County,VT,39,39,39,0
Windham County,VT,79,79,79,0
Windsor County,VT,51,51,51,0
Accomack County,VA,758,797,817,39
Albemarle County,VA,159,170,170,11
Alleghany County,VA,16,16,16,0
Amelia County,VA,23,23,23,0
Amherst County,VA,26,27,27,1
Appomattox County,VA,26,31,31,5
Arlington County,VA,1934,1952,2037,18
Augusta County,VA,100,101,101,1
Bath County,VA,0,0,0,0
Bedford County,VA,43,46,46,3
Bland County,VA,0,0,0,0
Botetourt County,VA,33,33,33,0
Brunswick County,VA,21,21,24,0
Buchanan County,VA,18,18,18,0
Buckingham County,VA,445,445,456,0
Campbell County,VA,15,16,16,1
Caroline County,VA,54,55,55,1
Carroll County,VA,84,86,86,2
Charles City County,VA,27,27,27,0
Charlotte County,VA,23,23,23,0
Chesterfield County,VA,1214,1258,1299,44
Clarke County,VA,22,23,24,1
Craig County,VA,5,5,5,0
Culpeper County,VA,640,643,656,3
Cumberland County,VA,31,31,31,0
Dickenson County,VA,0,0,0,0
Dinwiddie County,VA,54,54,54,0
Essex County,VA,43,43,46,0
Fairfax County,VA,9818,10270,10270,452
Fauquier County,VA,302,302,302,0
Floyd County,VA,5,5,5,0
Fluvanna County,VA,88,88,88,0
Franklin County,VA,34,35,35,1
Frederick County,VA,274,295,300,21
Giles County,VA,5,5,5,0
Gloucester County,VA,30,30,30,0
Goochland County,VA,93,95,93,2
Grayson County,VA,31,31,31,0
Greene County,VA,25,25,25,0
Greensville County,VA,57,58,62,1
Halifax County,VA,30,30,30,0
Hanover County,VA,301,304,304,3
Henrico County,VA,1552,1578,1611,26
Henry County,VA,84,84,84,0
Highland County,VA,3,3,3,0
Isle of Wight County,VA,125,125,126,0
James City County,VA,198,198,204,0
King and Queen County,VA,7,8,8,1
King George County,VA,60,60,61,0
King William County,VA,24,25,26,1
Lancaster County,VA,10,10,10,0
Lee County,VA,9,9,9,0
Loudoun County,VA,2188,2188,2188,0
Louisa County,VA,72,75,75,3
Lunenburg County,VA,10,10,11,0
Madison County,VA,36,36,36,0
Matthews County,VA,5,5,5,0
Mecklenburg County,VA,210,213,215,3
Middlesex County,VA,14,14,14,0
Montgomery County,VA,70,70,71,0
Nelson County,VA,15,15,15,0
New Kent County,VA,34,34,34,0
Northampton County,VA,221,227,227,6
Northumberland County,VA,23,23,25,0
Nottoway County,VA,20,21,22,1
Orange County,VA,86,89,89,3
Page County,VA,195,206,212,11
Patrick County,VA,14,15,17,1
Pittsylvania County,VA,36,36,38,0
Powhatan County,VA,29,29,30,0
Prince Edward County,VA,123,127,127,4
Prince George County,VA,70,70,70,0
Prince William County,VA,4922,5086,5086,164
Pulaski County,VA,12,14,14,2
Rappahannock County,VA,13,13,13,0
Richmond County,VA,281,281,281,0
Roanoke County,VA,96,96,97,0
Rockbridge County,VA,16,16,16,0
Rockingham County,VA,479,485,488,6
Russell County,VA,8,8,8,0
Scott County,VA,7,7,7,0
Shenandoah County,VA,383,394,422,11
Smyth County,VA,15,15,15,0
Southampton County,VA,141,141,141,0
Spotsylvania County,VA,454,454,454,0
Stafford County,VA,632,632,632,0
Surry County,VA,7,7,7,0
Sussex County,VA,134,139,140,5
Tazewell County,VA,6,6,7,0
Warren County,VA,117,129,129,12
Washington County,VA,53,53,53,0
Westmoreland County,VA,54,58,58,4
Wise County,VA,24,24,24,0
Wythe County,VA,21,21,21,0
York County,VA,71,71,72,0
Alexandria City,VA,1783,1825,1866,42
Bristol city,VA,4,4,4,0
Buena Vista city,VA,13,13,13,0
Charlottesville City,VA,90,91,91,1
Chesapeake City,VA,462,475,482,13
Colonial Heights city,VA,85,85,86,0
Covington city,VA,3,3,3,0
Danville City,VA,48,48,50,0
Emporia city,VA,62,69,73,7
Fairfax city,VA,59,59,61,0
Falls Church city,VA,49,53,53,4
Franklin city,VA,39,39,41,0
Fredericksburg City,VA,133,133,133,0
Galax city,VA,104,106,107,2
Hampton city,VA,185,185,191,0
Harrisonburg City,VA,750,750,751,0
Hopewell city,VA,73,76,76,3
Lexington city,VA,6,6,7,0
Lynchburg city,VA,78,80,80,2
Manassas City,VA,915,915,915,0
Manassas Park city,VA,276,281,281,5
Martinsville city,VA,27,29,31,2
Newport News City,VA,247,254,260,7
Norfolk City,VA,445,445,457,0
Norton city,VA,2,2,2,0
Petersburg city,VA,95,100,100,5
Poquoson city,VA,7,7,7,0
Portsmouth City,VA,280,280,284,0
Radford city,VA,6,6,6,0
Richmond City,VA,1090,1123,1128,33
Roanoke city,VA,144,144,148,0
Salem city,VA,32,32,32,0
Staunton city,VA,36,36,36,0
Suffolk City,VA,300,309,309,9
Virginia Beach City,VA,643,643,665,0
Waynesboro city,VA,41,41,41,0
Williamsburg City,VA,43,43,43,0
Winchester city,VA,144,157,168,13
Adams County,WA,56,56,56,0
Asotin County,WA,19,19,19,0
Benton County,WA,722,733,750,11
Chelan County,WA,232,236,236,4
Clallam County,WA,25,25,25,0
Clark County,WA,420,420,441,0
Columbia County,WA,1,1,1,0
Cowlitz County,WA,73,73,73,0
Douglas County,WA,160,162,164,2
Ferry County,WA,1,1,1,0
Franklin County,WA,513,513,523,0
Garfield County,WA,0,0,0,0
Grant County,WA,190,190,198,0
Grays Harbor County,WA,17,17,17,0
Island County,WA,176,176,176,0
Jefferson County,WA,30,30,30,0
King County,WA,7825,7825,7926,0
Kitsap County,WA,163,163,163,0
Kittitas County,WA,74,78,78,4
Klickitat County,WA,23,23,23,0
Lewis County,WA,35,35,35,0
Lincoln County,WA,2,2,2,0
Mason County,WA,34,34,34,0
Okanogan County,WA,44,45,47,1
Pacific County,WA,9,9,9,0
Pend Oreille County,WA,3,3,3,0
Pierce County,WA,1766,1856,1881,90
San Juan County,WA,15,15,15,0
Skagit County,WA,427,428,428,1
Skamania County,WA,3,3,3,0
Snohomish County,WA,2868,2974,2974,106
Spokane County,WA,495,513,526,18
Stevens County,WA,10,10,11,0
Thurston County,WA,132,132,132,0
Wahkiakum County,WA,4,4,4,0
Walla Walla County,WA,107,107,107,0
Whatcom County,WA,375,375,375,0
Whitman County,WA,16,16,16,0
Yakima County,WA,3004,3040,3160,36
Barbour County,WV,7,7,9,0
Berkeley County,WV,282,282,296,0
Boone County,WV,9,9,9,0
Braxton County,WV,2,2,2,0
Brooke County,WV,3,3,4,0
Cabell County,WV,59,59,60,0
Calhoun County,WV,2,2,2,0
Clay County,WV,2,2,2,0
Doddridge County,WV,0,0,0,0
Fayette County,WV,45,45,45,0
Gilmer County,WV,10,10,10,0
Grant County,WV,11,11,11,0
Greenbrier County,WV,9,9,9,0
Hampshire County,WV,22,22,22,0
Hancock County,WV,17,17,17,0
Hardy County,WV,38,38,38,0
Harrison County,WV,39,39,39,0
Jackson County,WV,134,134,134,0
Jefferson County,WV,162,162,164,0
Kanawha County,WV,214,214,216,0
Lewis County,WV,5,5,6,0
Lincoln County,WV,5,5,5,0
Logan County,WV,16,16,17,0
McDowell County,WV,6,6,6,0
Marion County,WV,53,53,53,0
Marshall County,WV,27,27,27,0
Mason County,WV,15,15,15,0
Mercer County,WV,13,13,13,0
Mineral County,WV,40,40,41,0
Mingo County,WV,5,5,6,0
Monongalia County,WV,125,125,129,0
Monroe County,WV,7,7,7,0
Morgan County,WV,19,19,19,0
Nicholas County,WV,8,8,8,0
Ohio County,WV,41,41,41,0
Pendleton County,WV,9,9,10,0
Pleasants County,WV,4,4,4,0
Pocahontas County,WV,17,17,17,0
Preston County,WV,22,22,22,0
Putnam County,WV,32,32,35,0
Raleigh County,WV,16,16,16,0
Randolph County,WV,41,41,56,0
Ritchie County,WV,1,1,1,0
Roane County,WV,8,8,9,0
Summers County,WV,1,1,1,0
Taylor County,WV,8,8,8,0
Tucker County,WV,4,4,4,0
Tyler County,WV,3,3,3,0
Upshur County,WV,7,7,7,0
Wayne County,WV,96,96,96,0
Webster County,WV,0,0,0,0
Wetzel County,WV,8,8,8,0
Wirt County,WV,4,4,4,0
Wood County,WV,52,52,53,0
Wyoming County,WV,3,3,3,0
Adams County,WI,4,4,4,0
Ashland County,WI,2,2,2,0
Barron County,WI,12,14,14,2
Bayfield County,WI,3,3,3,0
Brown County,WI,2241,2302,2302,61
Buffalo County,WI,5,5,5,0
Burnett County,WI,1,1,1,0
Calumet County,WI,73,74,74,1
Chippewa County,WI,53,53,53,0
Clark County,WI,28,29,34,1
Columbia County,WI,38,40,42,2
Crawford County,WI,26,26,26,0
Dane County,WI,627,647,675,20
Dodge County,WI,160,166,173,6
Door County,WI,38,38,38,0
Douglas County,WI,19,19,19,0
Dunn County,WI,23,24,24,1
Eau Claire County,WI,99,99,99,0
Florence County,WI,2,2,2,0
Fond du Lac County,WI,178,184,192,6
Forest County,WI,12,15,15,3
Grant County,WI,86,89,93,3
Green County,WI,55,58,60,3
Green Lake County,WI,15,16,16,1
Iowa County,WI,12,12,13,0
Iron County,WI,2,2,2,0
Jackson County,WI,15,15,15,0
Jefferson County,WI,90,92,92,2
Juneau County,WI,22,22,22,0
Kenosha County,WI,1010,1033,1092,23
Kewaunee County,WI,33,33,33,0
La Crosse County,WI,49,49,49,0
Lafayette County,WI,25,25,26,0
Langlade County,WI,2,2,2,0
Lincoln County,WI,5,5,6,0
Manitowoc County,WI,31,31,31,0
Marathon County,WI,42,43,43,1
Marinette County,WI,32,32,33,0
Marquette County,WI,3,3,3,0
Menominee County,WI,3,3,3,0
Milwaukee County,WI,6489,6752,6842,263
Monroe County,WI,16,16,16,0
Oconto County,WI,34,35,35,1
Oneida County,WI,7,8,9,1
Outagamie County,WI,195,197,203,2
Ozaukee County,WI,138,144,156,6
Pepin County,WI,1,1,1,0
Pierce County,WI,44,44,44,0
Polk County,WI,15,17,18,2
Portage County,WI,10,10,11,0
Price County,WI,2,2,2,0
Racine County,WI,1387,1516,1516,129
Richland County,WI,14,14,14,0
Rock County,WI,579,587,606,8
Rusk County,WI,4,5,5,1
St. Croix County,WI,69,71,74,2
Sauk County,WI,76,79,79,3
Sawyer County,WI,7,7,8,0
Shawano County,WI,38,41,43,3
Sheboygan County,WI,83,83,83,0
Taylor County,WI,1,1,1,0
Trempealeau County,WI,21,22,23,1
Vernon County,WI,17,19,20,2
Vilas County,WI,6,6,6,0
Walworth County,WI,353,363,372,10
Washburn County,WI,2,2,2,0
Washington County,WI,209,211,223,2
Waukesha County,WI,577,593,612,16
Waupaca County,WI,24,24,24,0
Waushara County,WI,8,8,8,0
Winnebago County,WI,190,197,204,7
Wood County,WI,9,9,10,0
Albany County,WY,23,23,24,0
Big Horn County,WY,5,5,5,0
Campbell County,WY,30,30,30,0
Carbon County,WY,15,15,15,0
Converse County,WY,24,24,24,0
Crook County,WY,5,5,5,0
Fremont County,WY,253,254,260,1
Goshen County,WY,5,5,5,0
Hot Springs County,WY,10,12,12,2
Johnson County,WY,18,18,18,0
Laramie County,WY,184,184,189,0
Lincoln County,WY,15,15,15,0
Natrona County,WY,71,71,75,0
Niobrara County,WY,2,2,2,0
Park County,WY,2,2,2,0
Platte County,WY,1,1,1,0
Sheridan County,WY,17,17,17,0
Sublette County,WY,3,3,3,0
Sweetwater County,WY,25,25,26,0
Teton County,WY,101,101,101,0
Uinta County,WY,12,12,12,0
Washakie County,WY,33,33,35,0
Weston County,WY,0,0,0,0
,,,,,1
